Player,Salary,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, , , , , , , , ,OWS,DWS,WS,WS/48, , , , , , , , ,OBPM,DBPM,BPM,VORP
Jontay Porter,411794,PF,24,TOR,14,5,14.3,1.6,4.4,.361,0.8,2.4,.333,0.8,2.0,.393,.451,0.8,0.9,.917,1.1,2.4,3.5,2.1,0.8,0.8,0.6,1.8,4.7,14.6,.498,.541,.197,8.1,19.2,13.5,18.7,2.7,4.8,12.0,16.1,,,,,,,,,0.1,0.3,0.4,.102,,,,,,,,,-1.0,1.9,0.8,0.1
Drew Peterson,395708,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,43.5,1.500,1.000,.000,0.0,0.0,0.0,59.9,0.0,0.0,0.0,14.3,,,,,,,,,0.0,0.0,0.0,.750,,,,,,,,,28.4,13.5,41.9,0.0
Nathan Mensah,395708,C,25,CHO,23,0,12.3,0.4,1.0,.435,0.0,0.0,,0.4,1.0,.435,.435,0.4,0.5,.750,1.2,1.4,2.6,0.4,0.3,0.6,0.6,2.5,1.3,5.4,.513,.000,.522,10.1,13.9,11.9,3.9,1.0,4.5,31.5,6.3,,,,,,,,,0.0,0.1,0.1,.022,,,,,,,,,-8.5,0.0,-8.4,-0.5
Brandon Williams,350668,PG,24,DAL,8,0,5.9,1.0,2.3,.444,0.3,0.8,.333,0.8,1.5,.500,.500,0.6,1.1,.556,0.3,0.4,0.6,1.3,0.1,0.1,0.3,0.1,2.9,16.5,.524,.333,.500,4.6,7.1,5.9,29.6,1.0,1.9,8.3,21.8,,,,,,,,,0.1,0.0,0.1,.101,,,,,,,,,2.1,-1.4,0.7,0.0
Mamadi Diakite,337799,PF,27,SAS,3,0,5.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,2.0,.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,30.3,.785,.000,1.200,6.6,13.6,10.1,20.1,0.0,5.3,0.0,20.0,,,,,,,,,0.1,0.0,0.1,.336,,,,,,,,,7.7,3.6,11.3,0.1
Jaylen Nowell,248850,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,6.6,.453,.418,.055,2.0,8.0,4.9,15.5,0.9,0.0,8.2,16.9,,,,,,,,,-0.1,0.1,0.0,-0.007,,,,,,,,,-6.0,-1.4,-7.4,-0.2
Marques Bolden,244502,C,25,MIL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,3.1,,,,0.0,70.9,36.5,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,.098,,,,,,,,,-7.9,2.3,-5.6,0.0
Lindell Wigginton,244502,PG,25,MIL,3,0,2.7,0.7,1.7,.400,0.0,0.7,.000,0.7,1.0,.667,.400,0.7,0.7,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0,5.6,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.4,,,,,,,,,0.0,0.0,0.0,-0.156,,,,,,,,,-14.7,-9.2,-23.9,0.0
Armoni Brooks,241285,PG,25,BRK,10,0,10.4,1.5,4.6,.326,1.1,3.2,.344,0.4,1.4,.286,.446,0.1,0.2,.500,0.7,1.1,1.8,0.5,0.1,0.1,0.3,0.3,4.2,8.1,.448,.696,.043,7.0,11.7,9.3,6.6,0.5,0.9,6.0,20.5,,,,,,,,,-0.1,0.0,0.0,-0.020,,,,,,,,,-2.2,-3.6,-5.8,-0.1
Alex Fudge,241285,SF,20,LAL,4,0,3.5,0.3,1.5,.167,0.0,0.5,.000,0.3,1.0,.250,.167,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0,-2.0,.291,.333,.333,16.5,0.0,7.9,0.0,0.0,0.0,12.7,24.2,,,,,,,,,-0.1,0.0,-0.1,-0.223,,,,,,,,,-10.1,-8.1,-18.2,-0.1
D'Moi Hodge,241285,SG,25,LAL,7,0,5.9,0.7,2.1,.333,0.4,1.7,.250,0.3,0.4,.667,.433,0.1,0.3,.500,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,6.0,.441,.800,.133,0.0,0.0,0.0,15.9,1.2,2.2,5.9,17.7,,,,,,,,,0.0,0.0,0.0,-0.019,,,,,,,,,-4.0,-2.5,-6.6,0.0
Dexter Dennis,212331,SG,24,DAL,4,0,7.5,2.5,4.8,.526,0.3,2.0,.125,2.3,2.8,.818,.553,0.3,0.8,.333,0.3,2.0,2.3,1.0,0.0,0.3,0.8,0.3,5.5,18.2,.541,.421,.158,3.6,29.8,16.5,24.0,0.0,2.9,12.9,33.2,,,,,,,,,0.0,0.0,0.0,-0.008,,,,,,,,,1.9,-0.2,1.6,0.0
Shaquille Harrison,145301,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,15.7,.500,.000,.000,0.0,37.9,18.3,0.0,0.0,15.4,0.0,14.3,,,,,,,,,0.0,0.0,0.0,.090,,,,,,,,,-0.8,5.3,4.6,0.0
Hamidou Diallo,134863,SG,25,WAS,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,33.0,.500,.000,.000,42.1,0.0,21.4,28.5,18.7,0.0,33.3,25.3,,,,,,,,,0.0,0.0,0.0,.197,,,,,,,,,2.4,15.9,18.3,0.0
Trey Jemison,128686,C,24,TOT,5,2,14.0,2.0,3.4,.588,0.0,0.0,,2.0,3.4,.588,.588,0.6,0.6,1.000,1.8,1.4,3.2,0.4,0.2,1.0,1.2,2.0,4.6,11.9,.628,.000,.176,13.6,11.2,12.5,4.3,0.7,6.6,24.7,14.9,,,,,,,,,0.0,0.1,0.1,.063,,,,,,,,,-5.6,-0.9,-6.5,-0.1
Pete Nance,64343,PF,23,CLE,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.7,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,,,,,,,,,0.0,0.0,0.0,-0.483,,,,,,,,,-19.5,-8.9,-28.4,0.0
Tosan Evbuomwan,64343,SF,22,MEM,3,0,22.0,1.3,4.3,.308,0.7,2.3,.286,0.7,2.0,.333,.385,0.0,0.0,,2.7,2.0,4.7,2.0,0.0,0.0,0.3,1.3,3.3,7.1,.385,.538,.000,12.8,10.3,11.6,12.3,0.0,0.0,7.1,9.1,,,,,,,,,0.0,0.0,0.1,.048,,,,,,,,,-3.0,-2.4,-5.4,-0.1
Matthew Hurt,64343,PF,23,MEM,3,0,18.7,2.0,6.0,.333,0.7,3.3,.200,1.3,2.7,.500,.389,1.0,1.0,1.000,1.3,0.7,2.0,1.0,0.0,0.3,0.0,0.7,5.7,8.0,.440,.556,.167,7.6,4.1,5.9,7.7,0.0,1.7,0.0,14.8,,,,,,,,,0.0,0.0,0.0,.031,,,,,,,,,-1.9,-1.7,-3.6,0.0
Taze Moore,64343,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,14.3,.600,.400,.000,0.0,0.0,0.0,19.4,4.9,0.0,16.7,25.5,,,,,,,,,0.0,0.0,0.0,.019,,,,,,,,,-4.7,1.7,-3.0,0.0
Kaiser Gates,35389,SF,27,NOP,1,0,7.0,0.0,4.0,.000,0.0,2.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.6,.000,.500,.000,0.0,15.7,7.9,0.0,0.0,0.0,0.0,24.5,,,,,,,,,-0.1,0.0,-0.1,-0.544,,,,,,,,,-18.6,-10.0,-28.6,-0.1
Jamaree Bouyea,29247,PG,24,POR,6,0,9.5,0.8,3.5,.238,0.0,1.3,.000,0.8,2.2,.385,.238,0.0,0.0,,0.3,1.3,1.7,1.3,0.0,0.0,1.3,0.5,1.7,-4.7,.238,.381,.000,3.7,16.9,9.9,19.3,0.0,0.0,27.6,21.6,,,,,,,,,-0.4,0.0,-0.4,-0.299,,,,,,,,,-13.1,-4.8,-18.0,-0.2
Dmytro Skapintsev,26322,C,25,NYK,2,0,1.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,,,,,,,,,0.0,0.0,0.0,-0.469,,,,,,,,,-16.3,-9.7,-26.1,0.0
